Code,Temperature,Humidity,Radiation,Longitude,Latitude,Cs_134_(Bq/m3),Cs_137_(Bq/m3),I_131_(Bq/m3)
21,10.9536335,59.53056949,5.877627429,21.5716581,35.8601092,4.74392258,5.407274366,39.68805533
12,18.43849678,53.45904326,2.374338624,36.54928359,41.2463576,9.718066048,6.817796758,40.0490908
13,9.491255938,71.05145423,5.028682059,44.94434547,47.06164962,8.3492153,9.602224221,35.56934288
10,34.76822499,62.94702925,8.357487283,32.88788182,36.32151405,6.681316343,2.397186543,35.10560392
17,12.06204931,63.26788108,7.21865666,29.56743345,18.40160938,8.699741716,9.25810891,22.18995052
3,18.87612963,53.21039576,3.415281454,41.17339477,23.74393538,4.107728318,7.130124693,48.22181188
7,19.31797835,46.83754769,2.628706269,42.46964795,54.4566902,12.29069745,4.877808955,54.03487097
20,30.73022428,52.67325486,8.612467149,18.33956144,21.37870422,10.15643353,8.536359632,30.31318934
22,20.78525811,62.93781403,6.680441998,11.85840856,54.8486155,8.614097909,8.295087719,47.77813835
6,12.82767357,49.04559694,1.748458948,19.93868651,31.21738217,5.696136731,8.805839909,38.24486188
18,23.14608793,73.33046072,5.604840918,22.13958325,48.34194021,3.390688025,5.437684608,7.675082392
20,36.06737211,49.31337787,2.642309271,29.70604548,23.88890469,11.26650056,7.954366854,26.38098911
6,34.14893162,62.64438823,6.464672651,22.65576794,26.48566415,3.569883736,10.16156109,11.26301319
14,18.38273554,58.02873365,1.933714271,7.596709883,9.388200118,11.04098582,3.145608297,17.03445906
9,26.04132195,66.8128574,7.612577922,16.15603425,51.46655344,3.545923916,10.03605192,47.91203292
8,32.66288294,68.66496109,4.52433258,1.548672207,11.65413795,3.079715589,5.671689397,32.03358145
19,28.92174586,65.42150931,2.398225018,13.8414024,41.42649984,3.110246322,8.60863256,8.800847031
14,15.63718346,59.72302854,7.213101368,23.92967532,14.35645141,5.980574713,5.485261667,36.33140114
17,19.69201905,52.44049732,5.767784469,17.27710735,41.52432639,6.284374604,1.337436196,8.837614468
3,12.3946957,70.52580118,4.363782393,32.0659261,42.68213809,2.224203783,8.068551974,12.54814445
4,21.02584591,43.68107889,7.127350442,43.8723062,33.58427227,10.23389547,2.459580253,28.01398438
6,25.06477672,54.47180352,3.288555382,33.12421252,29.90528322,8.90894778,1.63225989,29.31440788
14,21.01233831,51.97245928,1.651504646,37.10970761,29.08747718,3.456018344,7.115843527,10.2060922
8,31.37984937,68.27549685,3.291416994,16.69259612,29.59864294,7.725049092,4.450318634,27.22934196
4,29.21688385,47.74749353,3.693907433,26.75342382,29.28355823,9.417743876,6.624161523,32.60363988
10,8.994311737,51.9615516,5.647106588,41.8388585,6.572497828,3.470992546,8.540534426,58.87425175
3,21.87796761,63.33943988,6.837466914,34.4985532,41.97603353,2.116654762,8.917024745,51.93849998
11,20.17276168,46.73866979,2.83931423,16.10708536,32.84382424,10.78759002,3.173172574,44.0396611
15,23.97143684,46.64066016,2.675291239,15.79376067,13.14807385,7.016383487,5.444328847,53.64298054
10,11.76856551,41.69912237,6.240601041,21.00223325,18.13863097,1.507273892,5.914847499,25.7017972
5,13.7761081,51.73479298,2.648024064,2.046694541,36.38400369,7.011008664,2.523686035,27.01657189
11,11.18895237,59.29367934,2.966570844,14.38506043,43.2613246,12.05631075,3.44431927,50.22383909
19,9.068589688,76.60064029,2.848600258,8.238791854,36.67360671,6.028388063,6.089458864,49.05486568
12,12.87031052,52.09408548,8.33170877,33.39663083,38.20482108,5.208298636,7.783822465,47.42400226
14,25.25101954,65.02404614,8.609269078,34.95425931,53.54602293,4.776581415,9.460655736,17.58922918
14,21.31372289,45.3172109,5.966242042,19.49506897,18.57906327,5.375646738,3.897890305,10.80088698
16,10.73291974,35.14728239,2.539576892,5.135584289,39.07359038,9.776603601,1.06166042,58.82818197
18,35.28032397,65.98071097,8.9791309,9.015255365,12.54103149,12.51053264,2.939497147,58.50329064
10,33.1646217,52.3120861,8.847338824,41.39769384,51.71780393,5.841284179,8.195571899,26.24155795
18,37.03647444,68.55508922,5.687663068,7.666606825,25.08052133,9.872187211,10.23521921,12.18983458
5,13.87618601,71.93762379,8.78165586,13.46461934,23.77425794,9.011045961,1.743382602,59.62252611
14,21.16998643,69.9588522,5.884995846,28.89625183,30.72402411,11.09801009,1.673940732,24.80944264
19,31.0210051,52.77219446,5.874685696,35.30782413,26.9830396,1.047810931,7.95056955,52.17819674
9,25.1886111,47.83390769,3.666577591,18.31402673,6.480743193,4.1187698,0.693587595,48.93814659
6,15.08606307,57.34235696,2.29091413,28.69484861,25.8638842,1.530079216,6.122447548,53.83281764
9,14.03529498,57.41649854,2.702187609,36.5826904,17.51895846,7.572435352,9.178962753,46.01009723
12,33.11803931,55.83549648,5.771663311,19.01406709,29.35759194,10.93172573,9.008447071,13.66400636
5,31.47507535,59.69092627,8.931338042,26.95435797,49.20552752,5.803159374,7.318292003,17.47049078
13,32.5344165,41.29136973,3.97682578,25.88574181,25.35607649,3.8764496,3.303947427,52.42845814
19,25.12121056,52.78377747,4.345455733,11.05567201,14.47612223,3.884851647,3.834846458,44.37659784
10,25.65845086,64.21970814,1.760406537,41.94260091,22.88467247,9.106076889,6.981952603,9.57097627
7,13.31380665,60.61094869,5.035636701,18.9756063,46.28991504,4.268930477,0.941038901,21.12887255
8,16.32088065,53.85524782,2.108526874,4.403255364,32.52639748,8.612234403,3.026233631,49.70828157
20,7.911713313,52.93571332,1.510278727,24.3823359,24.74100231,7.222005431,2.691295894,12.05762355
8,29.54012411,55.92704577,1.150606355,11.85396322,35.16357189,10.24449428,3.469551585,14.4837361
12,28.58704994,57.90675417,4.27933387,6.447310189,41.96283384,12.4385568,3.644483982,42.94715353
20,9.287318107,76.25331335,3.906046848,3.880207227,26.22191217,7.818364921,4.531843173,23.97327492
15,14.39124531,77.28605493,5.227464279,19.84306299,39.11447227,8.7539846,6.611850531,39.11642107
15,35.51164976,62.70141078,3.779046265,-1.776550175,40.81209575,5.892845987,3.546809895,57.9447677
21,15.00930055,66.80391463,6.816454904,39.36490055,30.00808904,7.632832369,10.30582046,7.949433969
19,29.32291779,62.1818725,7.156931877,37.12766512,20.09503787,9.747928571,6.4797731,36.74849539
12,16.9444558,66.74114932,3.460979402,22.90962548,36.99312722,9.020740091,6.818679296,22.44509058
10,21.80503973,45.22978467,3.406023922,29.77159853,27.83028831,9.326041882,4.799904493,29.20743816
17,9.570900698,51.49981589,9.103270099,4.750274402,26.24819317,3.632800992,4.124593949,51.19209903
8,26.22340312,66.99607158,2.409502562,27.67471712,56.35953606,4.406743223,4.672259667,46.881324
12,7.689340704,51.51556119,6.419609412,13.41017802,56.09359524,5.081504679,4.747620326,15.83896116
5,11.04525306,43.96850601,4.85828983,39.33914219,43.85227596,4.956801622,7.152758514,60.32113076
18,19.10357755,49.64223156,5.20093417,23.12593424,42.91375267,7.600332777,5.750192504,30.93695406
17,33.51287119,62.23330354,4.9721204,40.35560919,30.53509403,1.841456476,5.589505601,50.93872396
21,12.99394504,58.41155004,8.639675089,5.887721253,19.42652981,8.613708107,7.423785131,42.04877483
13,15.75793345,53.5357559,3.473631486,6.768697847,48.10798057,11.23189009,5.290800632,50.64833984
5,20.5652435,52.10605557,3.195991361,39.0084099,21.08752161,7.043832443,5.84305611,18.34814294
4,10.16391528,53.86758333,3.716431217,3.822366321,25.90565635,11.1834644,6.025030409,45.26519677
20,3.227613388,65.99396494,2.89230103,30.07917522,46.71618583,12.6246723,5.467953682,64.12022555
11,17.26508807,56.3735054,1.162290317,12.67153045,48.44991255,3.742246343,5.923872116,62.65798063
4,25.35994938,49.67568188,6.308117184,7.9873032,28.89800138,2.167643844,1.525043516,7.149950004
18,9.755186486,61.82734768,1.747008982,45.54951287,26.6874621,4.794290326,3.776466209,37.51121427
23,18.96284364,35.64180303,5.832326506,34.17440215,36.53599199,3.104731777,3.200317429,47.63088597
7,21.38617781,72.21934356,6.83019985,11.13264085,10.5751455,12.26021203,6.871927505,8.008328352
16,30.19606932,71.27622768,5.414793895,26.65378679,46.3273661,7.769389552,1.328630643,59.32014735
20,11.12846745,39.08588409,5.694191445,-1.974121349,55.5218214,2.795502708,3.743022678,23.42356939
13,20.57739534,55.19625193,7.599466845,22.76039197,20.98082932,9.02998553,2.819603198,51.82746548
14,16.28066666,69.35219119,3.386393598,43.81601294,8.326070682,2.024979223,4.841931525,20.61667335
15,27.67593182,47.78031061,5.281176074,37.59626557,41.28070004,10.87344017,9.079951039,48.87489676
11,19.99722875,35.59700071,8.075293581,11.87660949,59.4788031,9.623037275,3.141979466,49.38730759
7,25.77357758,73.81902491,2.961042455,2.265250199,14.01275202,9.389245292,2.229608429,45.08453155
10,17.52971756,49.36336866,5.688399816,-0.834029788,57.02808597,9.152914305,2.338515317,57.23349883
18,11.63324242,44.22859064,4.427058895,15.48892677,6.560270557,4.099751928,4.352947612,61.55957564
3,23.54063187,54.55126035,5.27185934,44.48213555,9.02124146,3.793550468,2.969641266,52.31453632
3,9.335926983,43.0062059,1.529696448,21.65829452,45.70529819,9.576083831,3.713158547,21.33355405
22,19.7944184,60.01122436,4.541857186,35.54855891,39.79890584,8.126679341,6.869808686,44.54670156
3,24.8397344,47.01721545,4.711010489,4.27138662,25.68343036,5.946198864,6.513557539,18.29752242
15,19.75424044,64.82032692,4.064620515,29.20804045,30.02997654,8.693372133,8.382880659,27.91958212
17,20.44762323,65.33246219,3.699843791,18.11522306,14.73887414,7.79466292,5.457219078,62.26377347
7,16.42150665,43.8098521,4.636336375,28.03479017,22.06475272,9.563731282,2.617038198,58.69329731
19,32.35542876,65.29159763,5.17894283,2.410910882,26.16855811,7.704140218,1.329788671,7.323307519
18,28.52009039,35.41272513,8.507497017,13.36962594,16.62247044,10.44602901,7.85146087,7.549505885
9,36.66252732,39.038241,6.749925352,42.01153609,30.37182797,9.390270004,5.728391703,13.01636757
16,36.90615246,68.76651267,6.228730742,7.846254159,30.43614003,12.99712269,3.227133227,63.9013469
19,14.1766692,59.73869046,2.47847674,15.84549177,30.76328128,5.322785791,4.650450539,19.72528856
4,22.70095996,70.06321928,3.207215752,38.58360701,44.58299438,8.580591323,9.633240801,31.02385352
8,17.95845949,59.59502917,3.849036073,9.630242216,28.66741564,7.655595186,8.816412342,51.22750196
15,19.3928475,41.34773605,8.066380948,19.27017091,27.61401499,10.44136817,3.451620341,6.548167072
19,7.790725418,34.39554572,5.850483411,43.14442735,47.37321813,9.311223868,9.317873573,58.11812687
18,30.15048357,58.09728764,7.949828884,18.7267804,37.96536693,3.550337668,4.15503572,21.35793957
21,18.10218047,58.83749113,7.009995976,3.152813129,32.38619191,5.672307644,8.310604329,48.37551789
11,12.67884797,55.37052735,5.427803092,18.63890221,58.25200533,8.32083724,4.841754502,36.39022044
14,20.03406956,42.80974659,7.60653206,1.575850061,57.26207943,4.87772272,8.158119455,58.17206667
20,18.0680715,48.87296024,6.490950618,19.574929,25.86874108,4.350234424,5.899502794,26.14487078
12,24.83932306,45.97130201,3.773482689,28.31175213,48.87157956,7.779484103,8.993591958,41.4682059
7,8.799008039,68.04925262,2.459977507,17.15428207,17.60673648,4.893722093,1.889942828,38.15549234
4,28.52841254,35.08532009,4.105386396,9.602682593,57.38806466,4.637402594,8.695774352,34.84743645
3,35.63433687,73.32345464,2.223493595,6.239048777,34.53857241,4.063069817,9.065154405,47.3247383
15,9.236670015,41.49560356,4.069165842,-3.076521889,11.24523968,5.599292724,2.114097233,46.37353449
19,31.81096119,64.02738788,5.889515052,8.733595518,52.50908269,6.928666847,8.005287244,16.38680176
12,31.54063871,61.17057094,5.67828544,28.83637201,53.14329422,7.871597746,5.790984061,15.05184363
13,17.92591496,54.12252602,6.61422928,19.61066226,20.2915451,2.866706618,2.850958802,61.38951047
12,29.64616328,71.78552601,8.066466451,33.62453835,29.66454486,8.289011791,6.370649307,42.95123666
16,30.32585518,58.75501605,4.103476575,24.10476416,50.6360195,4.966186014,8.891034024,46.32400791
13,22.42505201,48.37735492,1.747139128,10.61685845,34.54578576,10.40877217,9.750442259,42.83128045
7,22.75915137,75.31739613,5.472140756,31.9832739,14.2630771,6.289313954,8.131074919,52.3798746
15,28.00246524,75.89773088,7.035742197,32.72373909,23.38062027,11.3704886,7.629267995,10.21897912
8,33.05193517,52.9884917,6.852528705,33.47360346,51.40664108,12.83055355,6.796799054,37.05824815
17,30.57603251,48.31641041,6.4276526,20.19676173,8.32338146,2.435166228,6.692791971,46.40757987
21,35.68903343,52.65746338,2.621456813,25.91191363,31.3741988,5.496273517,5.616459467,44.56791698
8,10.66632401,61.54353576,5.021981518,33.42292628,4.283162651,5.829999538,1.103118491,14.69146312
19,33.60305246,38.00222679,5.283405829,29.77927028,38.89585874,3.564176776,4.546843973,47.86354082
12,18.23925585,59.92052126,2.321116667,9.977653048,33.01173461,10.07347822,8.358090218,59.16025106
13,34.23221251,54.47948796,5.566265968,38.33219849,53.63673832,10.24584082,1.079477865,35.94668804
8,21.74352514,56.65862885,2.962013846,29.61892494,46.96837923,8.572067506,9.198720288,23.77548635
8,27.52951762,46.10875064,3.584766793,6.924085648,33.20503207,11.63338898,8.270063439,20.20030955
3,34.19289216,61.19719896,5.53824171,36.49804565,43.25358101,8.209096612,7.324289181,29.27128396
11,15.17636503,44.59487039,4.362920439,9.812625549,31.61285602,1.327102672,8.136280201,26.61750229
7,6.847419295,55.87762832,2.941337427,30.48115474,10.56468671,10.8315236,2.026459046,39.01986458
16,8.021008863,61.33951804,7.524760879,7.674825925,36.254733,2.91048161,6.206853752,47.1811179
18,28.42568941,44.85441148,7.045471503,22.38820709,31.33644908,4.370424994,3.741703378,21.60498726
18,3.409336685,37.24476233,1.417266728,46.9058949,53.52398214,3.980713265,9.42990976,58.07199546
11,13.71334394,37.07513409,6.011591484,13.45618892,10.93319715,9.022001526,5.715432397,31.370518
17,5.561879194,60.41260837,6.671639531,24.80346429,39.66935173,8.660972596,8.916479026,32.30835023
17,20.16075315,34.67729633,1.021912692,9.722897763,55.55804851,9.846932287,8.272129975,21.94469319
21,26.54180042,54.22156689,4.526750002,3.446799462,20.25199168,12.59846972,3.070024373,7.886118794
11,20.09370208,50.70417621,3.776911607,3.606012865,29.10518565,10.73054489,9.913017024,44.6153547
16,16.99576607,38.46181709,4.616478644,20.95582448,17.58507014,6.45648459,7.29907078,13.41844891
9,29.07462216,49.05930946,7.100688157,23.27688652,15.48958224,4.47608183,7.146485439,35.0864055
16,27.394382,41.42067697,2.082524383,35.30940637,6.502580502,12.50163048,4.153808431,44.86716529
20,4.128873657,60.58117864,6.757252372,5.298773668,33.0275969,8.603578806,8.490139189,50.29111451
21,21.88322072,51.49420911,7.110504005,21.02778059,50.82123842,5.314147967,9.342499423,43.73164027
9,16.05945298,71.89449223,2.606977387,2.138220085,20.14077084,10.20833553,7.973653193,27.21650998
18,21.27175968,55.59333725,4.241066678,9.109116172,18.23535242,4.400644693,4.809878414,45.67952261
11,12.44958316,57.7372414,8.085392814,9.213319453,47.31257475,3.091102366,7.112247606,7.459540332
19,21.02325121,55.63388437,8.026928722,12.74148,44.88456803,9.478924721,9.155506138,9.934200993
11,9.594305372,62.91081105,2.695411352,24.95858967,39.35897026,3.181536056,9.633651374,47.6125343
16,27.7773441,45.13823482,8.839182959,38.58988389,25.58919763,8.794545608,7.208106382,64.52639486
5,28.92797088,64.26693498,4.088826292,21.72687655,49.2461775,9.01742849,7.921881476,41.31724479
15,21.5821538,42.97971944,5.534023717,6.704207858,16.12427925,6.226746571,4.668868852,21.64330977
6,34.97082513,71.68142034,6.927744443,3.308460638,29.78209737,2.679763187,1.857766089,50.02923779
13,8.346612348,36.27383318,5.552024266,24.03008543,16.5854809,5.552571007,8.240231069,22.18792529
7,23.51903311,47.84347918,5.119254167,8.342655643,49.79051369,12.5417483,7.658319728,38.49472319
6,11.31095355,50.44919785,9.514229214,34.60933064,20.05798318,5.232230454,4.247173768,20.80495028
16,19.11957447,49.03804322,5.886966266,5.904922862,15.96856997,3.890981173,9.269502259,53.29322124
15,9.260410106,42.83764743,3.126912793,29.43972902,49.62910029,10.54174522,1.308826602,9.105192934
10,9.57450155,46.50952173,1.770219267,36.996261,35.45472348,3.719704454,2.181040094,23.69596721
19,8.498540786,37.69683577,2.360004939,22.54736983,37.5990799,5.655085595,8.108940718,53.45491298
11,10.13971491,51.09371028,2.339489291,6.841280436,34.24336204,4.128551522,4.821824158,25.35364924
3,15.75938617,56.90562776,8.55492652,5.462273554,39.31273762,9.029340369,4.717059237,11.5259577
21,24.1509117,67.80196441,6.984540647,6.948776434,49.69766739,10.72522352,7.21603114,59.37804597
11,34.93384341,67.80063834,6.029875838,5.612146175,45.12807301,3.610321029,6.774301819,42.46805002
9,10.55944836,44.94782448,3.389895792,9.682496978,15.86881396,6.75673349,8.68062886,60.05694659
15,13.18141529,57.62530188,3.414932855,24.9640532,27.77017663,11.46949605,8.025598953,34.86905202
10,18.35163298,53.11605355,5.245431685,13.06490794,20.46846359,10.59241246,9.158188368,24.56891631
4,26.43827743,68.98663485,6.520276874,9.674595751,20.49654886,3.055608404,1.595712993,14.60672311
7,20.9183586,48.64608782,3.874857749,7.121408188,15.19743274,8.395995223,3.122070477,15.76746736
12,13.10935776,54.29245467,1.638297634,8.402347657,37.96697775,8.712999843,7.105888712,25.80243298
14,6.256300196,59.01049089,7.829832001,14.67575259,55.47736784,6.432928596,8.001690251,20.093874
11,11.72091685,61.89202062,1.611270567,26.69567819,28.23338721,8.866723534,6.064025465,42.57972321
19,15.6709962,36.61918248,3.000130004,38.92562552,43.70832032,4.902269426,1.777717909,41.56972889
16,28.32700955,57.15590706,1.519322703,15.06201717,34.76016487,5.766873832,2.352977774,46.9295521
13,12.34510776,50.52063066,8.608333304,0.531298276,8.344755593,3.072787743,4.742818315,51.58963661
14,24.10375574,50.85391811,4.015203678,17.10715203,28.5099582,9.001909411,10.46443734,25.34948902
13,29.27885796,54.06127759,4.059775299,16.11514993,27.54540802,6.394038601,4.595209297,41.44717986
13,24.41709621,49.88575869,6.636686401,24.9901028,33.68789549,7.929645312,2.588422887,23.86691935
20,14.20645063,58.85284571,4.347591762,18.24568733,14.70916164,6.843488981,8.116763,29.51931521
13,15.22767118,43.5434519,6.974337791,-3.874956237,9.90792393,5.475707029,9.411867231,55.40982175
10,10.35109734,38.92019899,2.028241844,32.77076119,49.79779387,6.818922184,4.376539161,26.70623885
17,30.78061965,38.64949017,3.722951698,24.18428062,16.34944261,10.92173134,6.416176035,38.29554037
12,35.04429123,40.70180255,4.353053171,15.39197078,37.65511794,1.99748229,10.15991268,22.52499085
14,13.30910579,39.97913656,0.698780887,16.40614734,29.89595019,4.359469609,2.656307314,15.61297889
5,32.43882986,52.66589228,7.500575321,25.88324497,55.86466282,12.54272426,8.469934361,18.84144936
12,24.03884687,67.91915092,5.59235327,5.482599606,52.80076637,11.20345555,1.130898721,46.38600921
9,23.31422338,45.34641049,6.685141042,3.109430484,17.27615183,11.2270528,4.355743435,29.38378814
7,28.04058025,43.17687047,7.529091802,42.7523622,31.93977443,4.038944585,9.745256393,29.07585342
3,36.71884264,45.76686998,8.675903836,43.39094673,31.68486888,10.26128623,5.141098626,16.03576762
21,14.27926736,67.97516777,5.719643303,22.54469269,46.91121293,6.066114553,7.821181046,15.60780573
5,21.53153105,59.02750533,8.222198301,40.50981449,53.39019722,11.51405709,9.078732766,59.64523478
4,19.45168609,63.61811408,5.602355276,5.612765144,21.42420193,6.428683347,5.624496125,41.39154696
16,15.45903805,32.83172057,6.08347876,18.81021555,26.12517717,6.175942626,5.734852028,21.09469572
12,20.78163155,54.81945887,6.310288924,20.58240281,16.54239852,8.596616109,5.468487633,12.6468693
15,6.95041483,77.13064448,1.049008901,14.68407524,18.33367619,4.395070568,11.38558296,60.86573241
13,17.22953681,65.45661134,2.693437268,14.18524875,5.501305617,7.994798391,2.131421953,36.91846124
6,21.13593625,43.82389112,4.348664943,15.42952723,19.05261884,4.584582178,5.327124914,23.76212416
20,35.38839968,58.00256016,7.420706765,-1.744607968,50.77629807,10.17835898,5.280614487,18.60640526
16,15.69274295,57.1983477,6.211628892,11.7253682,19.63996269,9.989139635,1.647042626,36.90233843
19,30.99409774,63.24757015,4.417963569,37.36305112,18.5377264,6.163124209,4.314432432,51.05019343
20,32.76067878,44.15600186,2.86412236,25.0793323,27.79710996,9.196085688,10.43247318,41.42270123
15,34.00723294,53.03518588,6.399228066,15.89905994,22.45341042,5.70503109,6.03033077,35.62390435
12,23.19501916,64.77169508,7.746936539,32.76469116,32.06469902,11.33480802,7.475941355,42.79963638
21,15.61909849,64.85325162,4.970996385,33.61820899,44.63227969,9.977094368,9.999674833,31.78954218
11,33.48294414,65.9563345,1.264157601,3.779141819,21.87280573,11.25897685,7.152922989,54.89324653
8,9.210242503,63.85101822,7.533170412,15.71957233,12.147816,8.348084591,4.748961962,23.82466588
9,23.42409515,61.11556909,4.942999403,15.64909242,9.294917081,10.56161098,5.772385896,33.14181152
6,27.83270671,42.45544455,3.772248999,3.879665019,15.56814182,3.492403047,0.853951236,35.42198019
7,33.30801142,65.34150556,4.863373005,25.01248671,26.81649021,10.19860928,8.960230062,47.82698196
12,37.62226161,56.85495342,7.832271942,29.80269462,3.513820543,12.31467086,10.33915351,4.999937186
21,28.81583675,59.87509383,4.673142509,13.28884774,45.33164472,8.386390999,4.816855563,31.51608761
18,19.18466684,55.63766752,8.293957405,8.554610886,20.97925613,4.678327202,2.920483228,53.86118532
12,9.073347252,39.68041012,5.675066175,7.201443396,59.91250326,10.56009569,5.915036298,55.78435934
23,19.21503061,38.79087063,8.153991236,34.20550015,38.53656876,4.287808324,8.158104756,53.95020989
18,24.98368034,68.23822019,3.156423072,13.8428214,44.22421426,5.215869669,3.627845306,30.47526911
16,4.461368617,60.23718914,3.809798615,32.60626529,48.30383479,9.249683044,1.536554767,45.95726974
21,16.36255116,60.86776433,3.644266602,34.58493351,53.79323846,5.996210239,7.381159795,12.41950099
4,21.81878529,46.70997162,8.416769799,30.44670349,15.20787582,4.339759978,8.824899381,32.00312768
17,10.8542345,43.151391,8.149728803,33.5743549,32.32339532,6.360423482,9.884240885,45.35318405
16,34.36542796,62.54925786,6.634839083,24.03659529,11.47763695,7.87314718,4.466136222,48.28761599
15,16.95862472,60.26172951,3.926990627,42.82722346,24.09541941,5.175920093,7.934575779,24.10231428
5,7.801042806,54.24502296,9.343063031,8.365914727,19.04093022,6.741327107,5.133462104,26.89929122
8,19.48124023,43.3593862,5.895044666,33.64765831,15.12976485,2.910969531,2.910606608,33.3741318
17,10.22655124,44.79872129,6.526924528,37.46721786,15.02119082,7.365530515,5.238136873,36.166113
20,22.75532197,49.44284669,8.817022787,44.83331665,15.44574971,5.409562066,1.376794008,28.58850302
12,9.420458262,53.91142612,5.944103607,12.08926009,40.97406631,9.246700242,1.003816023,14.80750283
5,27.81720217,68.05079692,3.464191694,45.51118973,22.961484,2.850542772,2.920134193,44.71900086
9,26.28570123,39.9566663,4.930681688,32.4863971,36.26789421,7.909561311,6.1945242,33.43428064
4,10.02460191,66.10254358,7.491345052,33.58540272,33.31832797,9.70123449,8.302328322,52.55987785
17,16.76038079,47.67184422,6.854052223,20.41060431,36.40563635,4.878081619,5.257455499,36.18803625
16,14.94803177,47.96708402,2.852926874,17.925059,22.7051979,2.327929242,7.537278496,21.21508589
14,35.84304746,54.26531247,1.519987102,25.85687522,52.77095663,5.204265047,1.515138706,36.14666771
13,8.185593506,60.71276287,4.075411553,2.611530547,50.49394845,1.412880778,8.954155897,28.61886133
10,25.90788118,58.23629959,5.270188583,17.43238007,44.95645168,4.273157909,5.272442313,25.14631679
10,15.13744315,64.05693107,8.161435737,43.33643407,31.79289349,6.610804916,3.647497732,27.25969208
4,22.31520433,68.42597496,6.110416515,30.17566586,56.38295682,2.204264223,2.490989654,27.80557812
19,30.20000872,52.4709526,3.311811017,3.916002858,44.94538363,7.804116725,6.491533601,27.20137926
12,16.53461126,54.77413862,5.830039185,35.61756253,9.991215682,2.76493284,10.05898139,13.18180853
4,16.2118219,56.57070828,8.196280854,38.5910331,8.824622975,9.382022866,4.267179008,54.07581644
10,6.234672507,56.3070414,4.797777943,37.24038931,27.3779515,10.26369253,9.054457293,61.86892323
14,6.202524451,57.09420022,8.609404246,22.01503644,15.53747483,11.74822561,6.056443366,34.53003931
13,14.13756854,56.39110947,2.524437257,17.82170807,41.74857397,12.16177889,2.950884492,46.68107323
12,11.86467275,54.53382075,4.3350494,-1.336978279,14.32716844,3.504806709,7.466977309,45.06765416
14,22.55200821,70.57764545,4.8473703,11.70211768,41.37564042,6.180873009,6.468394504,8.135448834
5,28.99515388,60.35355746,4.307031783,13.77496314,38.12440088,6.578759196,2.642198257,60.72718011
4,11.47672547,57.44767216,8.48770807,20.9030161,21.21914152,5.459331646,4.104972329,41.74513873
4,3.64387732,71.18619705,3.854411647,18.74790953,57.16145872,12.7890961,5.791523776,24.53251687
18,16.03940257,61.14487742,2.130345619,9.334720968,3.596611101,5.936119055,10.22541501,32.74715508
16,19.06342907,56.31413463,5.480395284,8.7070643,22.3125552,11.52887125,6.409892706,51.5157646
13,11.42000192,50.90783078,6.834956912,21.50937235,56.15749306,6.730192397,7.419016783,16.01578818
7,19.19097213,61.7640141,2.4346853,17.24618369,38.26153497,8.167940291,3.239517528,48.78572554
7,11.45634531,50.11837141,2.648705033,35.3614631,44.82417406,5.622012716,2.67088506,47.55746186
14,12.63003531,66.23559472,1.418488255,36.99581137,30.55718649,11.26322238,10.03322364,39.02630806
19,25.40325914,54.47619345,1.137154807,35.51683684,40.83588751,5.007347216,10.08581214,16.27725211
17,8.328540943,69.30625978,1.185887797,30.81437927,12.02838341,1.791015409,7.81571371,56.82435245
14,4.346692098,51.75930478,5.240850647,28.92819584,36.31266549,2.55127787,6.516656289,47.63821557
15,16.14080024,36.54232658,5.983774834,0.054226195,32.36295326,10.91145688,7.439754325,19.14413006
10,22.80586849,61.92889207,5.572830368,26.34033433,30.33208485,12.6824957,8.177253168,29.61218796
8,32.38009857,42.75689077,7.38298864,45.53361822,40.8016732,11.71114982,6.545250613,20.46623373
13,31.08346416,77.64395808,6.826565537,14.97790136,19.42283405,8.545694865,1.71662792,36.06374601
7,17.37418122,53.54769598,5.600520339,25.7865672,11.58112969,6.296133154,8.085121278,30.2767722
11,22.11035708,44.14495495,1.357701041,22.51717543,27.97912234,5.22673291,10.77205348,35.05037281
18,26.2779177,58.80906811,5.954172474,15.72713469,16.62337452,3.169871408,3.230198213,32.1372339
15,31.46088054,65.41567533,0.891997885,37.57302587,43.96453073,2.197421155,3.996381939,17.77272835
23,12.64275249,63.64483394,8.832044008,38.4606868,25.95189733,5.475057361,5.39247164,35.75369531
10,33.96146489,56.05420187,3.276613696,28.49324538,21.16826128,7.913829901,6.826799341,39.0177134
11,20.18456911,63.00987366,5.442817819,33.86122712,22.63820973,3.099708318,6.272527969,15.14082504
7,26.18500919,65.01770125,2.334147767,25.99433405,26.68373556,11.47667469,9.990911944,44.23833879
14,27.68685279,60.70430839,5.7708412,6.440816969,40.04040833,9.828469459,6.961822088,36.96152039
16,6.997364682,65.37737593,2.828952122,20.33841887,42.02516015,6.004479993,3.281421012,49.00142573
17,20.31092695,71.38705121,2.257632914,7.808850331,11.30451311,6.843204345,6.920902685,13.00477262
4,20.25150687,70.33602639,6.705452224,24.52788541,16.98936323,9.814709808,7.521625187,18.10314661
12,29.70392261,66.72691008,2.950856299,16.12059886,37.01723907,1.413352195,0.678484022,52.1241565
11,19.53111202,46.57808954,2.704506551,28.01660511,37.99798119,8.033472607,7.984530688,37.72145123
8,11.75436835,69.52954181,8.204321979,19.43645969,39.31129954,8.102741235,4.49076128,27.14841011
